,Unnamed: 0,Unnamed: 1,Time,0 min ,7 min 34 s,9 min 39 s,11 min 44 s,19 min 18 s,21 min 23 s,23 min 28 s,31 min 3 s,33 min 8 s,35 min 13 s,42 min 47 s,44 min 52 s,46 min 57 s,0 min .1,7 min 34 s.1,9 min 39 s.1,11 min 44 s.1,19 min 18 s.1,21 min 23 s.1,23 min 28 s.1,31 min 3 s.1,33 min 8 s.1,35 min 13 s.1,42 min 47 s.1,44 min 52 s.1,46 min 57 s.1,0 min .2,7 min 34 s.2,9 min 39 s.2,11 min 44 s.2,19 min 18 s.2,21 min 23 s.2,23 min 28 s.2,31 min 3 s.2,33 min 8 s.2,35 min 13 s.2,42 min 47 s.2,44 min 52 s.2,46 min 57 s.2,0 min .3,7 min 34 s.3,9 min 39 s.3,11 min 44 s.3,19 min 18 s.3,21 min 23 s.3,23 min 28 s.3,31 min 3 s.3,33 min 8 s.3,35 min 13 s.3,42 min 47 s.3,44 min 52 s.3,46 min 57 s.3,0 min .4,7 min 34 s.4,9 min 39 s.4,11 min 44 s.4,19 min 18 s.4,21 min 23 s.4,23 min 28 s.4,31 min 3 s.4,33 min 8 s.4,35 min 13 s.4,42 min 47 s.4,44 min 52 s.4,46 min 57 s.4,0 min .5,7 min 34 s.5,9 min 39 s.5,11 min 44 s.5,19 min 18 s.5,21 min 23 s.5,23 min 28 s.5,31 min 3 s.5,33 min 8 s.5,35 min 13 s.5,42 min 47 s.5,44 min 52 s.5,46 min 57 s.5,0 min .6,7 min 34 s.6,9 min 39 s.6,11 min 44 s.6,19 min 18 s.6,21 min 23 s.6,23 min 28 s.6,31 min 3 s.6,33 min 8 s.6,35 min 13 s.6,42 min 47 s.6,44 min 52 s.6,46 min 57 s.6,avg0,avg1,avg2,avg3,avg4,avg5,avg6,avg7,avg8,avg9,avg10,avg11,avg12,avg13,avg14,avg15,avg16,avg17,avg18,avg19,avg20,avg21,avg22,avg23,avg24,avg25,avg26,avg27,avg28
41,E,10.0,F2,200914.0,190927.0,192649.0,192756.0,186147.0,188928.0,190499.0,184322.0,186061.0,187546.0,180925.0,181690.0,182900.0,183305.0,176118.0,176551.0,179773.0,171931.0,172663.0,176230.0,167684.0,168756.0,171639.0,162370.0,162669.0,162902.0,163370.0,153449.0,153207.0,155633.0,146445.0,145935.0,147836.0,136824.0,137767.0,139069.0,128958.0,129286.0,129082.0,131555.0,122656.0,122998.0,124565.0,114946.0,115353.0,112150.0,100104.0,101106.0,102493.0,92797.0,93332.0,93624.0,94959.0,87096.0,87955.0,89165.0,83040.0,83374.0,84469.0,78242.0,78189.0,79175.0,74817.0,74737.0,75479.0,76341.0,71754.0,71382.0,73034.0,69691.0,69586.0,71051.0,68359.0,68225.0,69365.0,66982.0,66998.0,67242.0,68957.0,66828.0,67048.0,68243.0,66259.0,65553.0,67325.0,65265.0,65386.0,66252.0,64848.0,64773.0,64546.0,200914.0,192702.5,189713.5,186803.5,182295.0,178162.0,174446.5,170197.5,162785.5,154420.0,146885.5,138418.0,129184.0,123781.5,113751.5,101799.5,93478.0,88560.0,83921.5,78682.0,75108.0,72208.0,70318.5,68795.0,67120.0,67645.5,66439.0,65819.0,64659.5
42,E,11.0,H2,144365.0,138062.0,138478.0,139646.0,135152.0,137141.0,137477.0,132966.0,135521.0,137337.0,132742.0,133579.0,133925.0,134835.0,130176.0,131412.0,133337.0,129670.0,130260.0,133668.0,128919.0,129480.0,131556.0,126272.0,126495.0,126099.0,126361.0,121651.0,121220.0,123053.0,117504.0,117711.0,119039.0,112198.0,112622.0,114019.0,107045.0,107143.0,106879.0,109450.0,103136.0,103651.0,104528.0,96884.0,96872.0,93816.0,84113.0,85231.0,86102.0,78299.0,79286.0,79407.0,80659.0,73174.0,74025.0,75019.0,69483.0,70103.0,70916.0,65156.0,65935.0,66272.0,61727.0,62031.0,62646.0,62500.0,58856.0,59048.0,60141.0,57259.0,57199.0,58709.0,55498.0,55406.0,56549.0,54463.0,54382.0,54483.0,55648.0,53749.0,53253.0,54830.0,53279.0,52932.0,54191.0,52367.0,52157.0,52584.0,51503.0,51296.0,51194.0,144365.0,139062.0,137309.0,136429.0,133752.0,132374.5,131964.0,130518.0,126297.0,122136.5,118375.0,113320.5,107011.0,104089.5,95344.0,85666.5,79346.5,74522.0,70509.5,66103.5,62338.5,59594.5,57954.0,55977.5,54432.5,54041.5,53561.5,52370.5,51245.0
43,F,2.0,F5,151870.0,144927.0,145182.0,149531.0,142703.0,143811.0,147296.0,141088.0,142697.0,144938.0,138609.0,139706.0,139773.0,142894.0,135284.0,136787.0,140687.0,134153.0,135367.0,140059.0,133247.0,134430.0,137582.0,130743.0,131591.0,131373.0,132483.0,126390.0,125917.0,128165.0,122128.0,121771.0,123972.0,114971.0,115656.0,117465.0,107216.0,109183.0,109377.0,112265.0,103156.0,104624.0,105606.0,97747.0,97578.0,95854.0,84420.0,85494.0,87298.0,78373.0,77789.0,78154.0,79756.0,72299.0,72291.0,72818.0,66713.0,67358.0,68876.0,62877.0,63034.0,63939.0,59151.0,59521.0,60014.0,60111.0,56458.0,56520.0,57895.0,55325.0,54882.0,56391.0,53885.0,53974.0,55485.0,53244.0,53824.0,53933.0,55468.0,53715.0,53618.0,55049.0,53624.0,53288.0,54525.0,53780.0,53462.0,53714.0,53348.0,52417.0,52931.0,151870.0,147356.5,145553.5,143817.5,139739.5,138737.0,137713.0,136006.0,131482.0,127041.0,122871.5,116560.5,109280.0,105115.0,96716.0,86396.0,77971.5,72554.5,68117.0,63486.5,59767.5,57207.5,55636.5,54729.5,53878.5,54333.5,53906.5,53588.0,52674.0
44,F,3.0,H11,91606.0,87511.0,88312.0,89340.0,85028.0,85738.0,87871.0,82843.0,84619.0,86008.0,81786.0,83355.0,83832.0,84865.0,80500.0,81949.0,84074.0,80397.0,80939.0,83227.0,80153.0,81159.0,82581.0,78293.0,79019.0,78959.0,78948.0,75788.0,75668.0,76440.0,73280.0,72883.0,74190.0,69144.0,69879.0,70204.0,66834.0,66754.0,66279.0,68006.0,63631.0,64528.0,65085.0,61021.0,61157.0,57144.0,52047.0,52174.0,52979.0,48169.0,48856.0,48973.0,49677.0,45875.0,46072.0,46634.0,43761.0,44024.0,44626.0,41506.0,41113.0,42169.0,39815.0,39628.0,40087.0,40468.0,38332.0,38188.0,39170.0,37704.0,37522.0,38435.0,36951.0,37093.0,37947.0,36657.0,36714.0,36472.0,37915.0,36922.0,37006.0,38034.0,37020.0,37017.0,37987.0,37299.0,37049.0,37771.0,36964.0,36782.0,36599.0,91606.0,88826.0,86804.5,85313.5,83593.5,83011.5,82083.0,81870.0,78989.0,76054.0,73536.5,70041.5,66516.5,64806.5,59150.5,52576.5,48914.5,46353.0,44325.0,41641.0,39857.5,38679.0,37978.5,37520.0,36593.0,37520.0,37502.0,37410.0,36690.5
45,F,4.0,A10,163397.0,154862.0,156959.0,158322.0,150780.0,153245.0,155563.0,147617.0,151052.0,153573.0,146322.0,149396.0,150157.0,150873.0,143137.0,147240.0,148902.0,141817.0,145274.0,148197.0,140059.0,142612.0,145356.0,137466.0,139730.0,139129.0,139977.0,132022.0,133033.0,134799.0,126076.0,128056.0,128892.0,119448.0,120550.0,122058.0,112763.0,114348.0,113482.0,116830.0,107612.0,108571.0,109588.0,100032.0,101018.0,97788.0,86478.0,87178.0,88634.0,78716.0,78959.0,79560.0,80545.0,73096.0,73235.0,74833.0,68671.0,68256.0,69777.0,63698.0,64136.0,65043.0,60483.0,59909.0,60446.0,60949.0,57746.0,57294.0,59283.0,56317.0,56192.0,57845.0,55430.0,55301.0,56878.0,54681.0,54680.0,54578.0,56567.0,55198.0,54616.0,56454.0,54886.0,54564.0,55752.0,55224.0,54577.0,55732.0,54821.0,54442.0,54174.0,163397.0,157640.5,154404.0,152312.5,149776.5,148071.0,146735.5,143984.0,139429.5,133916.0,128474.0,121304.0,113915.0,109079.5,99403.0,87906.0,79259.5,74034.0,69016.5,64589.5,60177.5,58288.5,57018.5,56089.5,54629.0,55535.0,55158.0,55154.5,54308.0
46,F,5.0,F12,130202.0,123000.0,124746.0,125916.0,119535.0,121855.0,122741.0,116005.0,118703.0,119465.0,112783.0,115529.0,116222.0,116920.0,109354.0,111472.0,112996.0,106080.0,108538.0,111285.0,103292.0,106118.0,107448.0,99990.0,101537.0,101686.0,101682.0,94485.0,95856.0,96586.0,90932.0,91293.0,92313.0,84679.0,85566.0,86469.0,79583.0,80399.0,80363.0,82236.0,75963.0,76816.0,77225.0,70723.0,71409.0,67674.0,60823.0,61305.0,61965.0,56189.0,56585.0,57036.0,57523.0,52931.0,53529.0,54143.0,50865.0,50634.0,51859.0,48675.0,48539.0,49546.0,47266.0,47004.0,47424.0,47878.0,45937.0,46083.0,47045.0,45207.0,45399.0,46587.0,45363.0,44919.0,46162.0,45227.0,45102.0,45152.0,47036.0,45907.0,45738.0,46944.0,46358.0,46006.0,47230.0,46247.0,46048.0,46776.0,46143.0,45859.0,45585.0,130202.0,125331.0,122298.0,119084.0,115875.5,112234.0,109911.5,106783.0,101611.5,96221.0,91803.0,86017.5,80381.0,77020.5,69541.5,61635.0,56810.5,53836.0,51246.5,49042.5,47214.0,46564.0,45993.0,45540.5,45127.0,46341.0,46618.0,46412.0,45722.0
47,F,6.0,C10,107034.0,101792.0,102094.0,103865.0,98859.0,101040.0,101946.0,97303.0,99181.0,100464.0,96405.0,98287.0,98283.0,99600.0,95300.0,96141.0,97953.0,93663.0,94958.0,99169.0,93647.0,94802.0,96891.0,92355.0,93119.0,92616.0,93866.0,88976.0,89641.0,90567.0,86725.0,87055.0,88244.0,82167.0,82912.0,83761.0,78538.0,79116.0,79312.0,81594.0,75789.0,76321.0,76990.0,72054.0,72217.0,68798.0,62372.0,62637.0,63707.0,57887.0,57480.0,58056.0,59211.0,54315.0,54775.0,55783.0,51943.0,51771.0,52669.0,48520.0,48718.0,49520.0,46667.0,46303.0,46362.0,46697.0,44127.0,44043.0,45546.0,43437.0,43178.0,44451.0,42589.0,42644.0,43599.0,42098.0,42421.0,42107.0,43665.0,42418.0,42202.0,43416.0,42516.0,42110.0,43200.0,42321.0,42141.0,42615.0,41752.0,41619.0,41637.0,107034.0,102979.5,101493.0,99822.5,98285.0,97047.0,97063.5,95846.5,92867.5,90104.0,87649.5,83336.5,79214.0,76655.5,70507.5,63172.0,57768.0,55279.0,52220.0,49119.0,46332.5,44794.5,43814.5,43121.5,42264.0,42809.0,42655.0,42378.0,41628.0
48,F,7.0,F11,176999.0,170435.0,172336.0,173421.0,164573.0,167426.0,170179.0,162105.0,164492.0,168320.0,160247.0,163039.0,164619.0,166084.0,156403.0,159170.0,162895.0,154363.0,155996.0,161623.0,151641.0,153974.0,156906.0,147640.0,149705.0,148827.0,150268.0,141132.0,142093.0,144664.0,134805.0,136135.0,138801.0,127697.0,128755.0,130269.0,120759.0,122145.0,121844.0,125312.0,114747.0,116065.0,117907.0,107083.0,107532.0,105446.0,92695.0,93421.0,95081.0,85256.0,85451.0,86136.0,87148.0,79494.0,78793.0,81529.0,74938.0,74829.0,75926.0,70043.0,70734.0,72377.0,68155.0,67675.0,67485.0,68835.0,64790.0,64937.0,66182.0,63542.0,63863.0,65523.0,62745.0,62595.0,64453.0,62406.0,62076.0,62488.0,64510.0,62462.0,62446.0,63981.0,62415.0,62481.0,63882.0,62368.0,62149.0,63421.0,62117.0,61689.0,61885.0,176999.0,172878.5,168802.5,166406.0,163829.0,161032.5,158809.5,155440.0,149266.0,143378.5,137468.0,129512.0,121994.5,116986.0,106489.0,94251.0,85793.5,80161.0,75377.5,71555.5,67580.0,65559.5,64693.0,63524.0,62282.0,63213.5,63181.5,62785.0,61787.0
49,F,8.0,D3,143945.0,137754.0,138688.0,140449.0,134607.0,136628.0,137795.0,132345.0,134800.0,136510.0,130171.0,133295.0,133229.0,134027.0,127246.0,129899.0,131754.0,126777.0,128094.0,131783.0,124590.0,127113.0,128802.0,121558.0,123502.0,123429.0,124627.0,117395.0,118307.0,119545.0,112554.0,113656.0,115095.0,106940.0,107868.0,109098.0,101328.0,101787.0,101918.0,103974.0,96277.0,97271.0,98161.0,90555.0,91325.0,88208.0,79021.0,79339.0,80870.0,72869.0,73896.0,73626.0,74431.0,68205.0,68808.0,69725.0,64179.0,64794.0,65701.0,60440.0,60719.0,61557.0,57866.0,57585.0,57856.0,58738.0,54945.0,55059.0,56585.0,53565.0,53525.0,54851.0,51953.0,52202.0,53409.0,50997.0,51296.0,51154.0,53079.0,50736.0,50527.0,52176.0,50408.0,50132.0,51299.0,49876.0,49919.0,50367.0,49403.0,49237.0,49004.0,143945.0,139568.5,137211.5,135655.0,133262.0,130826.5,129938.5,127957.5,123465.5,118926.0,114375.5,108483.0,101852.5,97716.0,89766.5,80104.5,73761.0,69266.5,65247.5,61138.0,57720.5,55822.0,54188.0,52805.5,51225.0,51351.5,50715.5,50143.0,49120.5
50,F,9.0,H10,171960.0,165930.0,166246.0,167424.0,161236.0,163132.0,164485.0,157657.0,159528.0,162192.0,155083.0,157256.0,158498.0,158753.0,151173.0,153490.0,156300.0,147315.0,150876.0,153163.0,145288.0,147596.0,150374.0,140450.0,142669.0,141996.0,142259.0,135298.0,136082.0,137717.0,127978.0,130369.0,131518.0,120777.0,122887.0,124216.0,114279.0,115008.0,115584.0,117678.0,108321.0,109216.0,110395.0,100596.0,101977.0,98117.0,87506.0,88317.0,89610.0,80326.0,80842.0,81468.0,81879.0,74556.0,75130.0,76293.0,69969.0,70434.0,71799.0,65975.0,65887.0,67066.0,63077.0,62650.0,63132.0,64021.0,60451.0,60391.0,61892.0,59341.0,59242.0,60672.0,58244.0,58166.0,59673.0,57691.0,57815.0,57648.0,59903.0,58061.0,57964.0,59551.0,58104.0,57898.0,59374.0,58242.0,58059.0,58835.0,57994.0,57762.0,57882.0,171960.0,166835.0,163808.5,160860.0,157877.0,154895.0,152019.5,148985.0,142332.5,136899.5,130943.5,123551.5,115296.0,109805.5,100047.0,88963.5,81155.0,75711.5,71116.5,66476.5,62891.0,61141.5,59957.0,58919.5,57731.5,58757.5,58636.0,58447.0,57822.0
51,F,10.0,E3,172716.0,164110.0,166210.0,168243.0,161831.0,163958.0,164784.0,157741.0,160889.0,163458.0,156064.0,158720.0,158625.0,161095.0,151742.0,155019.0,158660.0,149394.0,152570.0,156512.0,147142.0,149894.0,153475.0,142147.0,145212.0,145270.0,146155.0,135395.0,137532.0,140265.0,130368.0,131909.0,133405.0,122638.0,124219.0,125660.0,116961.0,117778.0,117510.0,119309.0,109960.0,111726.0,112723.0,103047.0,104551.0,100938.0,89192.0,89949.0,92019.0,82129.0,82208.0,83063.0,84043.0,76189.0,76628.0,77363.0,71314.0,70856.0,72513.0,66747.0,67062.0,68259.0,63658.0,63625.0,62830.0,63181.0,60981.0,60334.0,62529.0,59361.0,59142.0,60952.0,58196.0,58557.0,60234.0,57629.0,57799.0,58418.0,60236.0,58575.0,58179.0,60026.0,58469.0,58079.0,59592.0,57212.0,57708.0,58069.0,57397.0,56914.0,56698.0,172716.0,167226.5,164371.0,162173.5,158672.5,156839.5,154541.0,151684.5,145241.0,138898.5,132657.0,124939.5,117644.0,112224.5,102744.5,90984.0,82635.5,76995.5,71684.5,67660.5,63227.5,61431.5,60047.0,59395.5,58108.5,59102.5,58835.5,57888.5,56806.0
