,Unnamed: 0,Unnamed: 1,Time,0 min ,7 min 34 s,9 min 39 s,11 min 44 s,19 min 18 s,21 min 23 s,23 min 28 s,31 min 3 s,33 min 8 s,35 min 13 s,42 min 47 s,44 min 52 s,46 min 57 s,0 min .1,7 min 34 s.1,9 min 39 s.1,11 min 44 s.1,19 min 18 s.1,21 min 23 s.1,23 min 28 s.1,31 min 3 s.1,33 min 8 s.1,35 min 13 s.1,42 min 47 s.1,44 min 52 s.1,46 min 57 s.1,0 min .2,7 min 34 s.2,9 min 39 s.2,11 min 44 s.2,19 min 18 s.2,21 min 23 s.2,23 min 28 s.2,31 min 3 s.2,33 min 8 s.2,35 min 13 s.2,42 min 47 s.2,44 min 52 s.2,46 min 57 s.2,0 min .3,7 min 34 s.3,9 min 39 s.3,11 min 44 s.3,19 min 18 s.3,21 min 23 s.3,23 min 28 s.3,31 min 3 s.3,33 min 8 s.3,35 min 13 s.3,42 min 47 s.3,44 min 52 s.3,46 min 57 s.3,0 min .4,7 min 34 s.4,9 min 39 s.4,11 min 44 s.4,19 min 18 s.4,21 min 23 s.4,23 min 28 s.4,31 min 3 s.4,33 min 8 s.4,35 min 13 s.4,42 min 47 s.4,44 min 52 s.4,46 min 57 s.4,0 min .5,7 min 34 s.5,9 min 39 s.5,11 min 44 s.5,19 min 18 s.5,21 min 23 s.5,23 min 28 s.5,31 min 3 s.5,33 min 8 s.5,35 min 13 s.5,42 min 47 s.5,44 min 52 s.5,46 min 57 s.5,0 min .6,7 min 34 s.6,9 min 39 s.6,11 min 44 s.6,19 min 18 s.6,21 min 23 s.6,23 min 28 s.6,31 min 3 s.6,33 min 8 s.6,35 min 13 s.6,42 min 47 s.6,44 min 52 s.6,46 min 57 s.6,avg0,avg1,avg2,avg3,avg4,avg5,avg6,avg7,avg8,avg9,avg10,avg11,avg12,avg13,avg14,avg15,avg16,avg17,avg18,avg19,avg20,avg21,avg22,avg23,avg24,avg25,avg26,avg27,avg28
52,F,11.0,G10,111269.0,106296.0,107486.0,108128.0,103725.0,105635.0,106247.0,101841.0,103322.0,104208.0,99839.0,101453.0,101275.0,101752.0,96825.0,97490.0,99566.0,94633.0,95015.0,98109.0,92460.0,93647.0,94363.0,88643.0,89548.0,88997.0,89175.0,83801.0,83887.0,84497.0,79475.0,79861.0,80874.0,74535.0,74816.0,75642.0,70470.0,70164.0,70111.0,71519.0,66685.0,66737.0,67517.0,62180.0,62696.0,58611.0,52854.0,53148.0,53887.0,49827.0,50139.0,50226.0,50521.0,46937.0,47620.0,48273.0,45497.0,45914.0,46487.0,44113.0,43901.0,44732.0,42683.0,42621.0,42802.0,43067.0,41616.0,41775.0,42871.0,41487.0,41363.0,42570.0,41430.0,41188.0,42771.0,41465.0,41528.0,41553.0,43214.0,42167.0,41985.0,43642.0,42530.0,42561.0,43658.0,42955.0,42693.0,43597.0,42600.0,42557.0,42451.0,111269.0,107807.0,105941.0,103765.0,101364.0,98528.0,96562.0,94005.0,89272.5,84192.0,80367.5,75229.0,70137.5,67127.0,60653.5,53517.5,50182.5,47946.5,46200.5,44316.5,42711.5,42323.0,41966.5,41979.5,41540.5,42813.5,43109.5,43145.0,42504.0
53,G,3.0,C5,124589.0,117853.0,121334.0,122573.0,114725.0,118070.0,120288.0,113325.0,115806.0,117976.0,112324.0,114057.0,115468.0,116615.0,109417.0,111925.0,113946.0,108419.0,110175.0,112749.0,107532.0,108816.0,110501.0,104074.0,105757.0,105837.0,105997.0,99760.0,100458.0,101105.0,94270.0,95929.0,97101.0,89473.0,90627.0,91698.0,83967.0,85329.0,85567.0,86421.0,79847.0,81185.0,81806.0,75366.0,75785.0,72186.0,64095.0,63945.0,65237.0,58932.0,59354.0,59531.0,59875.0,54760.0,55167.0,55717.0,52052.0,52134.0,52835.0,48906.0,48667.0,49569.0,46726.0,46383.0,47116.0,47286.0,44778.0,44500.0,46080.0,44375.0,44379.0,45264.0,44228.0,43916.0,45293.0,43842.0,43558.0,44019.0,45599.0,44629.0,44221.0,45470.0,45065.0,44690.0,45683.0,44778.0,45227.0,45821.0,44823.0,44760.0,44674.0,124589.0,121953.5,119179.0,116891.0,114762.5,112935.5,111462.0,109658.5,105797.0,100781.5,96515.0,91162.5,85448.0,81495.5,73985.5,64591.0,59442.5,55442.0,52484.5,49118.0,46749.5,45290.0,44821.5,44604.5,43788.5,44845.5,45186.5,45524.0,44717.0
54,G,4.0,G3,124370.0,118966.0,120751.0,122770.0,116753.0,118936.0,121009.0,115409.0,117035.0,119196.0,113256.0,115847.0,117273.0,117792.0,111083.0,113887.0,116061.0,110583.0,113243.0,115539.0,110582.0,112178.0,113200.0,106737.0,109027.0,108842.0,108202.0,101985.0,103618.0,103987.0,98196.0,98813.0,99595.0,92395.0,93329.0,94044.0,87548.0,88313.0,88157.0,89638.0,82971.0,84351.0,84531.0,77363.0,78509.0,74189.0,66271.0,66898.0,67708.0,61335.0,61922.0,61948.0,62428.0,57534.0,57656.0,58370.0,54083.0,54165.0,55153.0,51273.0,51397.0,52317.0,49532.0,49290.0,49916.0,50045.0,48130.0,48002.0,49310.0,47493.0,47273.0,48701.0,47259.0,47418.0,48280.0,47003.0,47189.0,47469.0,48951.0,47462.0,47538.0,48645.0,47797.0,47753.0,49132.0,48267.0,47814.0,48553.0,47879.0,47812.0,47501.0,124370.0,121760.5,119972.5,118115.5,116560.0,114974.0,114391.0,112689.0,108934.5,103802.5,99204.0,93686.5,88235.0,84441.0,76349.0,67303.0,61935.0,58013.0,54659.0,51857.0,49603.0,48656.0,47987.0,47849.0,47329.0,48091.5,48442.5,48183.5,47656.5
55,G,5.0,D4,107330.0,103008.0,105286.0,107189.0,100878.0,105934.0,106969.0,100654.0,104200.0,106503.0,98873.0,102780.0,102430.0,104063.0,96716.0,97870.0,103613.0,95712.0,97713.0,101764.0,94725.0,96587.0,101281.0,92497.0,94801.0,93925.0,97348.0,89688.0,89918.0,92859.0,85632.0,86354.0,89837.0,81062.0,82636.0,86211.0,78602.0,79354.0,79172.0,81887.0,74607.0,76624.0,77509.0,71583.0,72091.0,68234.0,61265.0,61065.0,61961.0,56367.0,56712.0,56476.0,57750.0,53268.0,52999.0,53844.0,50054.0,50116.0,50708.0,47621.0,47148.0,48904.0,45772.0,45953.0,46213.0,46724.0,43909.0,44094.0,45373.0,42799.0,43044.0,44042.0,42771.0,42518.0,43375.0,42209.0,41879.0,42196.0,43732.0,42566.0,42323.0,43795.0,42668.0,42663.0,43802.0,42948.0,42512.0,43320.0,42693.0,42588.0,42437.0,107330.0,106237.5,106451.5,105351.5,102605.0,100741.5,99738.5,98934.0,94363.0,91388.5,88095.5,84423.5,79263.0,77066.5,70162.5,61513.0,56594.0,53421.5,50412.0,48026.0,46083.0,44733.5,43543.0,42946.5,42037.5,43059.0,43232.5,42916.0,42512.5
56,G,6.0,D12,15990.0,15388.0,15211.0,16363.0,16158.0,15970.0,16602.0,15953.0,15893.0,15872.0,15785.0,15740.0,15623.0,16507.0,16190.0,16231.0,17582.0,17227.0,17313.0,19604.0,19051.0,19118.0,20372.0,19621.0,19481.0,19479.0,20035.0,19516.0,19363.0,19613.0,19627.0,19145.0,20145.0,19204.0,19247.0,19610.0,19333.0,19000.0,18937.0,19425.0,19088.0,18829.0,19167.0,18838.0,18575.0,13477.0,13396.0,13458.0,13392.0,13314.0,13293.0,13235.0,13461.0,13453.0,13364.0,13419.0,13380.0,13448.0,13542.0,13329.0,13315.0,13644.0,13389.0,13449.0,13417.0,13625.0,13376.0,13276.0,13773.0,13781.0,13759.0,14351.0,14137.0,14168.0,14444.0,14538.0,14483.0,14485.0,15615.0,15533.0,15402.0,15996.0,16192.0,16018.0,16622.0,16518.0,16232.0,16542.0,16555.0,16303.0,16411.0,15990.0,15787.0,16286.0,15882.5,15681.5,16906.5,18458.5,19745.0,19480.0,19488.0,19645.0,19428.5,18968.5,18998.0,16026.0,13425.0,13264.0,13391.5,13495.0,13479.5,13433.0,13524.5,14055.0,14306.0,14484.0,15699.0,16320.0,16387.0,16357.0
57,G,7.0,G7,111759.0,106268.0,108554.0,109340.0,103430.0,106823.0,107251.0,101699.0,103867.0,105626.0,98898.0,102452.0,102790.0,102697.0,96548.0,99714.0,101318.0,95682.0,97434.0,100310.0,94469.0,96443.0,98122.0,91665.0,93007.0,93100.0,92835.0,87160.0,87916.0,88901.0,83029.0,84260.0,84800.0,78761.0,79797.0,80303.0,74969.0,75563.0,75168.0,77049.0,72180.0,72140.0,72608.0,68457.0,68357.0,63881.0,58111.0,58938.0,58907.0,54023.0,54795.0,54595.0,55198.0,51254.0,51605.0,52021.0,49103.0,49491.0,49802.0,46980.0,46999.0,47863.0,45440.0,45113.0,45563.0,45466.0,43879.0,43745.0,44527.0,43058.0,42906.0,44169.0,42435.0,42487.0,43251.0,41972.0,41963.0,42331.0,43501.0,42277.0,42041.0,43279.0,42585.0,42143.0,43357.0,42555.0,42286.0,42844.0,42095.0,41877.0,41967.0,111759.0,108947.0,107037.0,104746.5,102621.0,100516.0,98872.0,97282.5,93053.5,88408.5,84530.0,80050.0,75365.5,72374.0,66119.0,58922.5,54695.0,51813.0,49646.5,47431.0,45338.0,44136.0,43537.5,42869.0,42147.0,42660.0,42750.0,42565.0,41922.0
58,G,8.0,E7,56379.0,58222.0,58383.0,59116.0,54303.0,54006.0,53356.0,61511.0,60855.0,60999.0,59494.0,60135.0,59984.0,59941.0,56914.0,57583.0,58813.0,55102.0,56291.0,57805.0,53482.0,54466.0,55723.0,51611.0,52210.0,51972.0,51486.0,48859.0,49416.0,49467.0,47258.0,46972.0,46945.0,45220.0,45161.0,45173.0,43861.0,43633.0,43500.0,44445.0,42762.0,42271.0,42574.0,41095.0,40759.0,35904.0,33999.0,34306.0,34347.0,32782.0,33058.0,32931.0,33492.0,32347.0,32819.0,32800.0,32049.0,32321.0,32725.0,31581.0,32064.0,32429.0,31503.0,31849.0,31786.0,32080.0,31515.0,31468.0,32198.0,31898.0,31918.0,32433.0,31900.0,32382.0,32759.0,32230.0,32677.0,32545.0,33836.0,32961.0,33570.0,34098.0,33778.0,33686.0,34538.0,33896.0,34062.0,34466.0,33935.0,34012.0,34132.0,56379.0,58749.5,53681.0,60927.0,60059.5,58198.0,57048.0,55094.5,52091.0,49441.5,46958.5,45167.0,43566.5,42422.5,38331.5,34326.5,32994.5,32809.5,32523.0,32246.5,31817.5,31833.0,32175.5,32570.5,32611.0,33834.0,34112.0,34264.0,34072.0
59,G,9.0,C4,125778.0,120288.0,122523.0,123573.0,117511.0,119745.0,122103.0,116207.0,118732.0,120354.0,114547.0,117431.0,117988.0,117747.0,111907.0,114448.0,116506.0,111798.0,113418.0,115705.0,110972.0,112119.0,113358.0,108158.0,109393.0,108688.0,108605.0,104319.0,103807.0,104509.0,100390.0,99903.0,100424.0,93752.0,94680.0,94530.0,88017.0,88824.0,88406.0,90145.0,83903.0,81855.0,84504.0,76959.0,78139.0,73804.0,65490.0,66668.0,67024.0,60176.0,60673.0,60715.0,61190.0,55557.0,56057.0,56666.0,52533.0,53089.0,53862.0,49666.0,50170.0,50663.0,47666.0,47698.0,47713.0,48149.0,45889.0,45986.0,47162.0,45119.0,45315.0,46486.0,44783.0,44586.0,45922.0,44509.0,44582.0,44874.0,46648.0,45156.0,45263.0,46515.0,45334.0,45187.0,46443.0,45789.0,45411.0,46503.0,45429.0,45235.0,45264.0,125778.0,123048.0,120924.0,119543.0,117709.5,115477.0,114561.5,112738.5,109040.5,104158.0,100163.5,94605.0,88615.0,83179.5,75971.5,66846.0,60694.0,56361.5,53475.5,50416.5,47705.5,46574.0,45900.5,45254.0,44728.0,45889.0,45815.0,45957.0,45249.5
60,G,10.0,A4,115907.0,110694.0,113178.0,113177.0,109014.0,111861.0,112526.0,108415.0,110385.0,111042.0,106332.0,108474.0,109319.0,109766.0,104564.0,106478.0,107991.0,103369.0,104400.0,107604.0,102656.0,103714.0,105453.0,100240.0,100823.0,100687.0,100878.0,95687.0,95705.0,96534.0,91530.0,91781.0,92867.0,86794.0,86888.0,87528.0,81532.0,81678.0,81612.0,82865.0,77318.0,77278.0,77623.0,71921.0,72060.0,67587.0,60558.0,61341.0,61611.0,55771.0,56043.0,55821.0,56791.0,51479.0,52153.0,52225.0,48620.0,48802.0,49488.0,45927.0,46188.0,46880.0,44005.0,44010.0,44244.0,44553.0,42307.0,42305.0,43694.0,41957.0,41925.0,43046.0,41619.0,41662.0,42444.0,41577.0,41390.0,42028.0,43192.0,41902.0,41859.0,42868.0,42415.0,41944.0,43232.0,42364.0,42228.0,42985.0,42325.0,42109.0,41942.0,115907.0,113177.5,112193.5,110713.5,108896.5,107234.5,106002.0,104583.5,100755.0,96119.5,92324.0,87208.0,81645.0,77450.5,69823.5,61476.0,55932.0,52189.0,49145.0,46534.0,44127.0,42999.5,42485.5,42053.0,41709.0,42363.5,42588.0,42606.5,42025.5
protocol,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
sample,,,,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,0.0,2.5,5.5,8.5,11.5,2.5,5.5,8.5,11.5,2.5,5.5,8.5,11.5,2.5,5.5,8.5,11.5,2.5,5.5,8.5,11.5,2.5,5.5,8.5,11.5,2.5,5.5,8.5,11.5
average,,,,0.0,,1.0,1.0,,2.0,2.0,,3.0,3.0,,4.0,4.0,,,5.0,5.0,,6.0,6.0,,7.0,7.0,,8.0,8.0,,,9.0,9.0,,10.0,10.0,,11.0,11.0,,12.0,12.0,,,13.0,13.0,,14.0,14.0,,15.0,15.0,,16.0,16.0,,,17.0,17.0,,18.0,18.0,,19.0,19.0,,20.0,20.0,,,21.0,21.0,,22.0,22.0,,23.0,23.0,,24.0,24.0,,,25.0,25.0,,26.0,26.0,,27.0,27.0,,28.0,28.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0
guanadine,,,,0.0,,0.17245003600000003,0.17245003600000003,,0.331015861,0.331015861,,0.477309346,0.477309346,,0.612702153,0.612702153,,,0.738368875,0.738368875,,0.855321199,0.855321199,,0.964435204,0.964435204,,1.066473343,1.066473343,,,1.1621022859999999,1.1621022859999999,,1.251907507,1.251907507,,1.358563102,1.358563102,,1.4565273719999998,1.4565273719999998,,,1.546821106,1.546821106,,1.646303623,1.646303623,,1.81020321,1.81020321,,1.966132054,1.966132054,,,2.114657798,2.114657798,,2.256295438,2.256295438,,2.428488681,2.428488681,,2.589784402,2.589784402,,,2.7411853710000003,2.7411853710000003,,2.8835749880000003,2.8835749880000003,,3.044517897,3.044517897,,3.19379015,3.19379015,,,3.354711335,3.354711335,,3.502369186,3.502369186,,3.6562158910000004,3.6562158910000004,,3.7962923689999997,3.7962923689999997,0.0,0.17245003600000003,0.331015861,0.477309346,0.612702153,0.738368875,0.855321199,0.964435204,1.066473343,1.1621022859999999,1.251907507,1.358563102,1.4565273719999998,1.546821106,1.646303623,1.81020321,1.966132054,2.114657798,2.256295438,2.428488681,2.589784402,2.7411853710000003,2.8835749880000003,3.044517897,3.19379015,3.354711335,3.502369186,3.6562158910000004,3.7962923689999997
